705	500	?	?	8.14
?	?	?	?	6.336
?	?	?	?	?
?	?	?	?	9.2
800	540	?	116	?
750	435	3	97	7
720	485	?	104	6.4
575	380	2.5	90	6.765
730	465	3	102	7
750	490	2.5	99	5.813
?	?	?	?	8.3
800	560	3	109	9.14
770	395	3	81	6.9
800	450	3	94	7.5
700	560	3	100	6.208
720	330	2.5	89	6.35
?	?	?	?	?
?	?	?	?	6.6
800	530	?	?	8.02
?	?	?	?	?
?	?	?	?	7.9
?	?	?	?	?
800	470	4	?	6.4
790	500	3.5	106	8.42
770	310	3	98	7.25
740	420	?	?	6.73
?	?	?	?	?
800	740	4.5	112	?
770	515	3.5	?	?
740	435	3.5	103	7.75
790	575	?	?	7.44
630	395	?	?	6.6
?	?	?	?	?
?	?	?	?	8.7
770	560	4	?	6.602
740	380	3	100	8.2
780	515	3.5	95	7.8
750	410	3	?	?
?	?	?	?	8.38
800	570	?	?	9.06
?	?	?	?	?
750	410	3	99	8.775
?	?	?	?	?
800	575	4.5	114	9.74
780	515	4	115	7.463
690	410	3	?	?
595	301	?	?	7.54
?	?	?	?	7.38
?	?	?	?	?
800	560	3.5	?	8.5
790	485	3	?	7.12
615	650	3.5	84	9.35
740	420	3	96	7.9
?	?	?	?	?
790	380	4.5	?	7.2
?	?	?	?	8.6
800	560	4	108	8.1
800	450	3.5	108	8.7
760	530	4	101	7.64
800	530	3.5	102	9.12
?	?	?	?	?
740	560	3	107	6.2
?	?	3	?	?
?	?	?	?	?
740	515	?	110	8.3
790	560	4	100	7.6
665	280	?	?	?
?	?	?	?	?
?	?	?	?	5.5
750	435	?	?	7.255
650	340	3.5	?	7.02
